NODE_62_length_191_cov_1.089005	XM_026187890.1	94.231	104	6	0	130	233	677	574	3.25e-35	159	Eukaryota	PREDICTED: Astatotilapia calliptera ERCC excision repair 8, CSA ubiquitin ligase complex subunit (ercc8), transcript variant X2, mRNA	8154	Astatotilapia calliptera	eastern happy	bony fishes
NODE_63_length_393_cov_1.012723	LN590698.1	83.333	354	45	7	1	342	12591221	12590870	1.32e-81	315	Eukaryota	Cyprinus carpio genome assembly common carp genome, scaffold: LG17, chromosome: 17	7962	Cyprinus carpio	common carp	bony fishes
NODE_155_length_528_cov_1.443182	LR535847.1	85.242	454	61	5	1	451	11534807	11535257	5.92e-126	462	Eukaryota	Mastacembelus armatus genome assembly, chromosome: 15	205130	Mastacembelus armatus	zig-zag eel	bony fishes
NODE_160_length_341_cov_1.123167	XR_003221921.1	93.701	127	7	1	102	228	642	767	7.24e-44	189	Eukaryota	PREDICTED: Oreochromis niloticus uncharacterized LOC112848040 (LOC112848040), transcript variant X2, ncRNA	8128	Oreochromis niloticus	Nile tilapia	bony fishes
NODE_165_length_237_cov_1.717300	XM_026177663.1	92.208	77	6	0	203	279	727	651	4.07e-20	110	Eukaryota	PREDICTED: Astatotilapia calliptera glucagon receptor-like (LOC113027842), mRNA	8154	Astatotilapia calliptera	eastern happy	bony fishes
NODE_171_length_370_cov_1.010811	LR584409.1	92.434	304	22	1	109	412	29873136	29872834	3.28e-117	433	Eukaryota	Salmo trutta genome assembly, chromosome: 9	8032	Salmo trutta	river trout	bony fishes
NODE_171_length_370_cov_1.010811	LR584409.1	91.118	304	27	0	109	412	14857414	14857111	4.27e-111	412	Eukaryota	Salmo trutta genome assembly, chromosome: 9	8032	Salmo trutta	river trout	bony fishes
NODE_173_length_176_cov_1.534091	XM_005471419.4	84.211	171	25	2	1	170	3092	2923	6.47e-37	165	Eukaryota	PREDICTED: Oreochromis niloticus ectonucleoside triphosphate diphosphohydrolase 1 (entpd1), transcript variant X3, mRNA	8128	Oreochromis niloticus	Nile tilapia	bony fishes
NODE_174_length_314_cov_1.232484	LR584059.1	90.400	125	12	0	1	125	13060582	13060706	1.13e-36	165	Eukaryota	Echeneis naucrates genome assembly, chromosome: 18	173247	Echeneis naucrates	live sharksucker	bony fishes
NODE_178_length_162_cov_1.919753	CP032602.1	82.635	167	23	5	19	179	13664134	13664300	2.80e-30	143	Eukaryota	Lateolabrax maculatus linkage group 5 sequence	315492	Lateolabrax maculatus	spotted sea bass	bony fishes
NODE_180_length_242_cov_1.648760	XM_006783142.1	92.632	95	7	0	23	117	2960	2866	1.90e-28	137	Eukaryota	PREDICTED: Neolamprologus brichardi RNA-binding protein 6-like (LOC102793313), mRNA	32507	Neolamprologus brichardi	Neolamprologus brichardi	bony fishes
NODE_181_length_385_cov_1.005195	XM_006794348.1	85.030	167	22	3	73	237	1922	2087	3.82e-37	167	Eukaryota	PREDICTED: Neolamprologus brichardi uncharacterized LOC102798636 (LOC102798636), mRNA	32507	Neolamprologus brichardi	Neolamprologus brichardi	bony fishes
NODE_186_length_229_cov_1.825328	XM_025897313.1	89.552	67	6	1	196	261	626	692	2.39e-12	84.2	Eukaryota	PREDICTED: Oreochromis niloticus RAS guanyl releasing protein 3 (rasgrp3), transcript variant X10, mRNA	8128	Oreochromis niloticus	Nile tilapia	bony fishes
NODE_187_length_279_cov_1.483871	LR132037.1	88.591	298	30	2	28	321	18518819	18519116	4.29e-95	359	Eukaryota	Anabas testudineus genome assembly, chromosome: 10	64144	Anabas testudineus	climbing perch	bony fishes
NODE_189_length_310_cov_1.219355	XM_014329810.1	86.992	123	8	4	237	351	4052	3930	1.13e-26	132	Eukaryota	PREDICTED: Haplochromis burtoni ral guanine nucleotide dissociation stimulator (ralgds), transcript variant X7, mRNA	8153	Haplochromis burtoni	Burton's mouthbrooder	bony fishes
NODE_194_length_284_cov_1.496479	LR584443.1	88.060	335	29	4	1	324	5505770	5505436	2.00e-103	387	Eukaryota	Salmo trutta genome assembly, chromosome: 40	8032	Salmo trutta	river trout	bony fishes
NODE_194_length_284_cov_1.496479	LR584443.1	87.463	335	31	4	1	324	6609297	6608963	4.33e-100	375	Eukaryota	Salmo trutta genome assembly, chromosome: 40	8032	Salmo trutta	river trout	bony fishes
NODE_194_length_284_cov_1.496479	LR584443.1	85.843	332	31	8	1	324	11358351	11358674	5.68e-89	339	Eukaryota	Salmo trutta genome assembly, chromosome: 40	8032	Salmo trutta	river trout	bony fishes
NODE_195_length_394_cov_1.007614	LT972185.1	93.119	436	28	2	1	435	666085	666519	6.89e-179	638	Eukaryota	Larimichthys crocea genome assembly, chromosome: XIX	215358	Larimichthys crocea	large yellow croaker	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	3030067	3029990	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	4314961	4315038	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.118	85	2	3	106	188	59121056	59121139	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.118	85	2	3	106	188	61011522	61011605	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	74427713	74427636	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	75326338	75326415	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	75962609	75962532	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	96.154	78	1	2	113	188	81364169	81364092	3.63e-25	126	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.297	74	1	1	117	189	79641467	79641394	1.31e-24	124	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.260	73	1	1	117	188	17327560	17327488	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.260	73	1	1	117	188	53604946	53605018	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.260	73	1	1	117	188	64460098	64460170	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.260	73	0	2	113	183	74442892	74442964	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.000	80	1	3	106	183	77553485	77553407	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	97.260	73	1	1	117	188	78429835	78429763	4.69e-24	122	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	4167223	4167146	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	4692677	4692600	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	6231836	6231759	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	6626982	6626905	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	6786295	6786372	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	7419666	7419743	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	7440835	7440758	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	13251366	13251289	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	13410021	13409944	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	25558566	25558643	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	26963538	26963461	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	98.529	68	1	0	121	188	38696999	38696932	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	42675468	42675391	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	47246533	47246456	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	60841904	60841981	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	62831005	62830928	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	92.941	85	3	3	106	188	63248577	63248660	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	63551561	63551638	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	66571509	66571432	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	66860516	66860439	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	67570687	67570764	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	69168057	69168134	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	70286433	70286510	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	71003675	71003752	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	71036637	71036560	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	71911450	71911527	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	71915146	71915069	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	72255295	72255372	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	92.941	85	3	3	106	188	72997348	72997431	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	73002404	73002327	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	73441857	73441780	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	73523708	73523785	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	73525311	73525234	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	73526182	73526259	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	92.941	85	3	3	106	188	73808867	73808784	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	76071762	76071839	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	78039232	78039309	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	92.941	85	3	3	106	188	78112272	78112355	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	79028066	79028143	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	79584916	79584839	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	82485921	82485998	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.872	78	2	2	113	188	86215859	86215936	1.69e-23	121	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	93.750	80	3	2	111	188	843300	843379	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	91.954	87	4	3	104	188	6003123	6003038	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	92.857	84	3	3	106	187	11235946	11235864	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.805	77	2	2	113	187	33424275	33424351	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.946	74	2	1	116	188	36415415	36415342	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	94.805	77	2	2	114	188	57923059	57922983	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	91.954	87	4	3	104	188	85010807	85010722	6.07e-23	119	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	614	686	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	917497	917569	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	1962534	1962606	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	2226539	2226467	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	3673314	3673242	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	4301493	4301421	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	1	2	113	183	5308821	5308893	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	1	2	113	183	5365133	5365061	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	93.750	80	2	3	106	183	7276471	7276549	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	1	2	113	183	11219332	11219260	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	11732954	11732882	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	93.750	80	2	3	106	183	11792085	11792163	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
NODE_196_length_212_cov_1.179245	LR536449.1	95.890	73	2	1	117	188	11863095	11863167	2.18e-22	117	Eukaryota	Erpetoichthys calabaricus genome assembly, chromosome: 18	27687	Erpetoichthys calabaricus	reedfish	bony fishes
